Trudeau	May	Mulcair	Harper
158.162731	154.819215	140.442603	129.693099
159.313684	161.195401	140.7386	129.546654
159.76848	159.350478	140.732872	129.600065
160.544646	157.17922	140.408679	129.326533
161.246696	156.821318	139.679116	128.740326
161.649613	156.301999	138.948677	127.765542
162.488533	161.889424	137.563193	128.218624
163.05615	162.021871	136.0956	129.13175
163.807634	170.011382	134.977028	131.002516
164.559896	173.153305	132.714994	132.431484
165.257454	174.585836	132.33935	132.827121
166.339864	174.469348	132.080416	132.55825
167.090992	174.688881	142.106795	132.205962
168.177372	175.325507	142.396341	132.00451
168.880127	176.494996	151.145554	131.817934
169.56961	178.261025	125.28567	131.521951
169.75887	176.956666	125.785105	131.215789
169.929127	175.679347	129.120118	130.996343
170.22069	174.346002	129.737074	130.776006
170.327268	174.076255	129.846386	130.629977
170.149818	173.84099	130.072792	130.52773
170.256095	173.643612	129.612992	132.405372
169.799637	173.244045	128.827209	133.775504
169.175453	172.809556	128.245544	133.916703
168.863486	171.460293	127.681821	134.109879
168.098641	170.928743	127.342964	130.262832
166.993806	167.127803	127.379149	128.720235
165.325868	175.715062	127.420092	127.493251
163.730275	180.168264	127.761382	126.961372
162.386673	181.153454	128.505813	125.805957
161.1322	179.625802	129.433642	125.387086
158.903412	177.737052	129.943093	124.268275
157.123691	175.379314	128.434772	122.682885
155.133815	172.628157	127.502806	120.883933
153.444402	168.329417	125.443219	119.764893
148.159766	217.979939	124.247834	112.107168
142.805997	179.515416	122.26614	100.479677
139.231409	174.678715	119.352202	100.313206
135.498235	172.744121	120.622188	102.378239
133.048273	171.342348	119.359061	159.126406
126.94791	170.381749	120.668365	159.422863
103.569215	167.963734	123.352548	156.295338
105.46044	162.671387	127.210675	153.842294
103.39804	156.69065	131.355639	152.74888
101.88221	154.348871	135.570475	150.764945
99.193803	151.016836	140.162409	145.076588
131.516925	150.849581	140.323844	140.433066
124.069091	152.052577	145.808649	139.165288
123.690407	153.532609	147.156878	137.552876
122.69382	156.384362	147.235929	136.474388
121.620589	159.687113	147.308113	136.24017
121.016563	160.224248	147.156729	136.378092
120.064065	160.180915	147.38836	137.605303
117.213339	159.720338	148.828551	138.837863
126.50804	158.669225	150.323497	139.647645
129.65356	157.492135	152.606937	140.792295
128.037639	155.552653	155.452613	141.659928
128.015725	154.910956	158.481225	142.206456
127.455763	154.836806	162.548526	143.4886
127.061184	154.305283	165.794412	144.822171
126.960284	153.637419	168.457586	145.710296
125.652294	152.901139	171.041388	146.226182
123.797954	152.674103	173.125629	147.441704
122.820048	151.969007	174.939831	148.630937
121.266286	151.327306	176.763261	149.785767
119.873482	150.927699	177.638543	150.901084
115.892942	150.625586	178.575212	152.859589
115.668994	149.79106	179.518354	154.827467
111.703589	146.479063	180.680815	156.094463
111.526832	141.163238	182.08004	157.060055
107.017061	138.962382	183.17278	158.44413
104.666716	140.772888	183.591705	159.304051
104.166698	147.219555	181.555095	158.550125
104.532819	148.146867	178.324271	157.361387
104.462939	157.577271	173.56355	155.501535
108.916091	174.072494	167.904252	134.880598
108.950987	185.57162	162.749201	152.600884
115.714511	195.122733	158.455765	152.734203
116.610829	166.30398	154.498654	150.23938
120.844911	162.125989	151.218588	148.763058
125.921451	161.012873	148.375027	147.855768
126.840386	160.546035	146.988635	147.44071
131.174011	159.853718	146.429001	146.591143
133.516328	159.166806	147.08108	146.002359
134.009196	158.199843	149.191804	145.622334
135.703857	157.528401	150.535988	145.117273
137.62052	157.366184	151.748737	144.039204
138.410106	157.284922	154.254952	143.070515
139.930317	158.116991	157.426012	142.697991
141.310418	159.50702	159.474286	141.532507
142.305078	161.138261	160.471612	140.649484
142.897202	162.994665	161.447124	140.203917
145.163205	164.245508	160.770335	139.611173
147.383453	166.276677	159.280579	139.631775
148.091005	168.35162	157.109574	139.489872
149.352571	170.663983	152.182292	139.36912
151.152202	171.807121	146.780836	139.639407
152.930836	175.494127	142.520422	139.846635
153.390384	178.351172	139.465863	140.012479
154.632469	180.487073	138.302108	140.483714
155.881214	181.992912	135.482198	140.799136
155.49707	183.889431	131.390295	140.60306
155.178553	185.473439	131.266951	140.350164
155.479208	187.027287	123.048349	139.402187
139.528062	188.164988	156.324656	138.278693
139.948428	190.303472	158.748532	136.945128
139.198746	192.958712	155.773422	135.966989
138.653393	195.099965	152.916982	132.747477
136.304056	197.126338	148.626418	132.551874
133.729767	199.324519	144.748457	132.309884
130.845481	201.448838	141.102718	141.71729
128.426273	203.948241	140.866167	152.033998
125.748162	206.134476	141.084495	120.156914
124.908744	208.582255	140.547552	125.490342
125.608756	210.906806	138.601173	128.812831
127.105414	212.674556	136.441714	129.125684
129.846844	214.553229	133.83755	129.827769
131.338686	216.904266	131.390382	130.107118
132.256501	218.704481	128.941509	130.059779
132.079583	219.573263	125.433589	129.337119
131.227368	220.539092	118.785435	128.577407
130.483726	220.851668	115.3403	127.807683
129.173695	220.95636	113.021339	127.631159
128.041109	220.756869	130.046329	127.315015
126.98968	221.040961	134.91824	127.222672
125.063403	220.47112	138.499778	127.599072
123.036381	219.418197	145.791351	127.881579
119.229959	218.962774	149.16843	128.602184
118.003545	213.759501	151.487241	131.547211
112.021836	210.165648	153.444913	129.248086
85.449825	205.783878	157.32723	128.19545
85.56203	202.382173	160.104567	127.205944
85.488972	195.617655	162.314696	124.883068
160.030348	192.249482	163.281578	123.028141
160.390042	188.247709	164.559409	122.821031
157.994886	184.323036	165.197967	119.14711
157.508814	180.117327	166.135288	120.081859
157.241687	178.245196	167.678044	119.174807
157.120907	167.660379	168.709317	120.638106
157.300067	165.805127	172.362939	123.605156
157.60502	162.222904	175.371675	129.132972
158.036291	155.638241	175.856693	131.328192
158.492046	152.808391	175.097464	135.779497
158.946055	150.153317	172.4465	140.168361
159.468875	149.333756	170.070846	140.189817
160.081165	149.016484	170.176137	146.220939
160.011029	156.459224	173.603283	147.209777
159.247158	156.559144	184.841035	147.264464
158.41878	154.151659	165.96683	147.350889
156.376018	153.91274	166.268023	147.101342
153.577247	155.007139	170.149785	148.040452
150.438903	151.167009	167.949255	149.39953
146.621735	149.578866	170.355393	150.531706
143.602082	133.051657	163.00644	153.60815
142.063379	130.786069	159.631246	156.798923
137.315327	132.964911	158.81334	159.360908
139.786613	166.074904	158.63838	163.314577
134.694271	167.400575	159.501868	166.519012
135.497287	170.50474	161.277192	169.342159
135.67765	180.379228	162.997029	172.127187
136.905445	179.880856	164.222028	173.588455
137.568124	178.866735	165.0402	175.578441
137.787226	177.647921	164.84069	177.071051
138.086051	176.780773	164.172344	177.893897
138.551993	176.834498	163.36644	178.888518
138.878004	171.364432	162.215561	179.961181
139.038544	171.044319	156.331193	180.964792
139.519766	170.277255	146.590216	182.594303
139.713879	169.578313	142.890701	183.409076
139.991726	168.882303	139.123977	182.876472
140.406797	168.53098	133.847768	180.477046
140.58487	168.311657	129.469661	177.246895
140.575864	168.41687	128.453903	172.680094
140.435422	168.462569	128.047661	166.181796
140.363744	168.795629	131.722135	160.812824
140.335828	169.010364	125.149795	155.79102
140.132356	168.406276	118.124819	153.208244
140.040036	167.668742	151.326268	150.827515
139.876358	164.479986	150.820028	147.394128
139.61503	162.460445	146.016121	146.797325
139.529053	170.947285	144.377016	146.579669
139.422175	168.273024	140.539175	147.13225
139.374819	168.968691	137.26248	149.377491
139.198919	169.791645	132.552513	151.550201
139.086624	170.376458	130.178571	153.122245
139.176565	171.020813	129.422782	154.24459
138.71896	170.891506	128.419162	157.352496
138.320794	170.833499	121.642026	160.417013
137.915108	168.244069	136.614929	161.332649
137.316027	166.04507	140.764724	161.103938
136.437951	165.099119	139.43071	160.772046
135.145571	164.004576	138.499191	158.769505
134.081867	163.348893	138.337741	153.695006
132.530317	162.404653	139.185852	149.319239
132.401049	161.501042	140.04112	146.733048
132.758687	160.034848	140.15267	141.854975
132.995914	160.307966	138.735844	138.911876
131.984029	160.299092	137.306992	137.155119
130.904312	160.295125	136.209964	134.308687
129.235946	166.952886	135.15238	131.401433
127.852688	165.89563	133.320219	124.402634
127.589795	163.698365	132.334233	123.067194
128.196067	163.398815	131.561537	159.158823
128.435328	163.484086	129.271808	156.262866
129.80332	164.869421	127.398096	155.338051
108.775953	166.558092	129.154324	153.471519
109.900351	168.721964	131.572512	146.729397
119.496909	169.704307	133.930531	141.632517
124.723157	170.485958	134.666096	140.481082
125.165908	171.057696	135.705293	141.114235
126.332989	171.267046	136.25068	140.659071
127.676643	170.923933	136.366985	140.380656
128.310427	171.342766	135.916974	138.239333
129.373352	178.441747	135.125715	135.40284
130.413674	189.731954	133.726344	132.957287
131.454214	175.91543	131.950183	130.702225
133.728174	180.919423	130.147472	128.035756
135.482268	178.107016	128.746232	121.678194
136.291207	175.453722	126.333184	117.607874
137.49565	175.078286	121.450004	114.213115
138.492947	174.256917	119.556112	128.439829
139.128298	174.437075	115.507014	138.577292
140.611616	174.663265	113.320809	140.795616
141.971734	174.724135	111.036708	145.739426
142.764282	174.608764	104.67447	150.064662
143.29704	174.18035	102.639626	152.476411
143.229231	174.019014	132.278782	154.14876
143.119876	174.191008	132.582361	157.794684
142.089895	175.0812	133.853082	160.73675
139.849794	176.468429	138.810313	162.670249
130.945835	178.114802	140.39363	163.910466
127.156605	180.028168	143.099285	164.984801
125.745294	182.003337	147.262836	165.512973
124.159787	183.411499	150.408733	166.644955
123.959207	185.89438	152.217257	168.003642
123.997551	190.617233	153.69095	169.033386
125.074806	194.436015	154.63774	173.29533
131.26037	196.944707	155.310055	175.522339
139.807662	195.600516	155.377	175.879199
140.317748	191.906392	155.364089	174.316577
143.187818	276.197339	154.898668	171.966275
145.855121	223.061641	153.592904	170.095664
146.234039	174.497823	152.456951	166.498714
146.069123	175.630089	150.46676	173.417646
145.491034	176.777665	162.683971	82.62381
143.953793	177.087467	150.04951	82.761311
142.338002	177.949867	151.344836	59.498299
140.541716	175.618675	151.873881	60.309281
135.654343	175.784757	153.034219	61.65919
127.903912	176.07326	153.726725	183.957518
125.671442	175.583058	153.835202	165.281607
128.124324	178.524456	153.694296	169.995718
123.037832	178.763462	152.855225	167.814049
120.876359	178.741456	151.808356	167.726832
115.656433	177.949765	149.724187	170.117325
134.189553	177.023762	142.748202	161.384123
136.559664	172.765161	135.846605	159.199521
139.458971	173.473106	136.826081	158.902339
140.737475	173.83996	136.465344	158.686866
140.864211	172.975944	134.555341	159.780057
140.5754	168.63726	133.856899	161.890031
140.629281	165.420735	132.755355	163.456876
139.812472	162.959939	131.888909	164.473414
138.724546	211.055119	131.580038	165.103081
137.896213	207.389779	133.425296	164.788835
137.534539	200.216251	133.859671	164.082346
136.728307	201.648981	134.480239	162.61359
136.108559	200.962847	133.245137	159.630077
135.758501	200.425867	132.023632	154.614546
135.539783	200.116311	131.750131	145.837564
135.250008	199.546498	131.824026	142.216325
134.766638	199.582447	131.90406	137.353636
133.957392	199.669882	131.907683	132.286746
132.807882	200.054247	132.060114	128.763011
133.08717	200.637668	131.658328	127.173832
133.942501	200.962181	131.119708	128.739366
135.263444	201.541726	130.630571	129.545702
135.482211	201.924544	129.658189	151.245726
136.338367	202.385778	128.710948	149.735872
135.679008	202.967194	128.017611	145.608552
135.409041	203.780806	127.212306	144.130998
134.16515	204.766494	126.402492	138.998643
132.972403	205.749242	125.611452	134.378125
132.481753	206.926232	124.040743	132.361839
132.318278	208.252022	124.055771	129.764003
131.648794	209.452339	123.609006	128.848816
131.006043	210.063061	118.34862	125.262115
130.528901	210.316142	117.781976	121.370748
129.738851	210.30473	142.172499	131.476339
129.253664	210.243614	142.098483	141.186633
128.886928	210.269052	142.458993	139.047587
128.449134	210.487192	140.80845	139.49117
128.077595	210.81689	139.256681	138.572874
127.956259	211.235851	137.255074	138.674151
127.911428	211.666713	134.707506	139.251986
128.341112	212.208155	131.735476	140.061854
128.865715	212.82958	129.524519	139.144796
129.202499	213.8659	127.686023	138.471533
129.654093	214.861032	125.956989	137.222066
130.082592	215.644473	119.054983	135.46877
130.465586	215.963624	116.383655	134.52692
131.124558	215.841538	121.10235	133.184284
131.514157	215.485606	120.887515	131.770592
131.828006	215.475209	119.796198	130.664509
132.04016	215.410285	116.408521	129.223282
132.052399	215.316658	113.177592	128.273728
132.685667	215.477899	107.915916	129.612153
133.910253	214.383727	105.879798	131.976167
136.513823	212.419482	158.567731	134.183068
137.787218	210.15422	159.678532	134.984996
140.98903	207.792748	145.82214	135.9035
142.829423	205.242127	142.090084	136.282555
144.138082	202.45507	140.799283	136.527857
145.528473	199.399482	138.924825	135.73408
146.699565	195.738691	135.099567	134.317689
146.371882	191.686417	133.042512	133.125148
146.033237	188.172417	131.502415	131.685322
145.197003	183.703181	130.048377	129.609986
141.693235	178.401458	128.873078	127.370633
139.50942	172.545407	128.643388	125.4979
137.628526	170.05048	128.903692	120.994852
136.956963	166.436192	129.228807	117.52947
167.520163	163.068664	129.422175	115.246032
140.783561	160.007496	130.084606	112.047992
137.375429	157.958065	130.425067	110.881351
140.103707	156.075118	130.518573	102.770766
139.843647	154.97479	130.733368	101.82182
140.045497	154.280344	130.547664	132.35592
140.332958	153.632649	130.492539	133.195322
136.011102	153.724286	130.454337	134.032397
133.957064	153.989556	130.599067	139.485993
129.763278	154.197258	132.193909	141.566427
126.801689	154.460302	132.933715	144.610538
124.674002	154.904736	133.608498	147.98507
123.005618	154.760576	132.68349	151.152133
120.526013	154.527232	131.06875	153.131309
118.491674	154.628714	130.353671	154.075787
118.31083	154.452125	129.301435	154.64768
110.482192	154.292269	128.731787	155.348029
108.920165	155.800181	127.780622	155.407511
109.13189	168.149442	126.395495	155.133592
114.697418	168.803018	125.300643	154.793461
114.723771	169.525355	124.262898	152.183374
119.698908	214.654367	123.499146	152.571109
123.445273	215.497578	122.916621	165.667631
125.100351	218.24515	122.545886	151.092843
128.886291	219.984233	122.051842	151.061367
129.979063	219.854966	121.100232	151.974763
132.472558	219.330513	120.928099	153.270455
134.351204	218.402286	120.60804	153.840384
135.196409	217.310351	121.283426	153.859984
137.636615	215.490873	122.081306	153.652732
137.221186	214.38286	122.937705	152.649752
137.58165	212.877725	124.052333	150.779919
136.52039	210.573031	124.879062	148.114815
134.161992	209.146857	125.372294	142.058592
133.031565	207.614	125.916402	136.191501
130.282533	205.652642	126.004868	136.904206
128.704473	203.432807	126.196998	135.979688
128.23814	203.242544	126.3073	134.434536
128.332732	204.006277	126.497908	133.226251
128.81676	201.64447	126.946242	132.370596
129.387056	195.195616	127.435096	131.833859
130.338321	194.352877	128.497671	132.350682
131.769046	198.9171	129.00093	133.882258
132.48197	202.07845	129.852574	133.812372
133.301699	203.451726	129.77644	133.876088
134.901639	203.461266	129.744885	132.782364
137.182716	202.817393	129.486737	131.962675
139.764432	201.423972	128.557217	131.778603
141.347706	199.335932	128.625022	131.850821
141.74697	196.484675	129.081222	131.896258
141.497252	192.638455	129.237099	131.970884
140.753082	189.074544	130.11523	132.019528
140.253292	182.479965	129.363888	131.460188
139.871676	173.478269	128.004379	131.061342
138.651495	164.799254	127.688934	130.437862
137.170114	151.928176	126.92466	129.301431
135.343649	140.790282	126.667819	128.521251
134.342319	136.246579	126.77936	127.784681
132.202991	210.912886	126.292298	126.775818
146.882931	208.609266	126.474825	126.122591
145.95899	196.091838	126.178505	125.611329
144.646438	185.944198	125.871998	124.058194
144.089499	181.380787	125.827621	123.868671
141.603879	176.460481	125.654894	123.632541
140.303735	174.137083	125.785084	117.82703
139.225457	171.306435	126.07618	142.82083
137.644818	167.860483	126.597624	142.344084
135.986618	165.897366	127.65734	141.784064
133.57723	160.968117	128.15024	140.753215
128.780127	159.714398	128.94386	138.585083
106.53299	158.785074	129.599429	136.262003
137.409924	152.760409	130.180673	133.923548
138.17342	152.460635	130.969787	130.624977
139.326982	147.102574	131.505756	128.856431
139.698844	141.493758	131.818531	127.252936
139.887527	133.648364	132.608151	123.803455
139.612567	189.248366	132.936248	116.354962
139.090403	163.022291	133.451483	117.216796
138.360756	162.747813	134.344765	121.60734
137.810902	161.926019	134.462571	120.224952
136.817766	160.208468	134.709436	118.960881
135.580945	158.876282	134.813154	114.952169
134.996512	157.915004	134.863324	112.53809
133.328943	155.966649	135.077137	106.936422
131.590705	150.87485	135.827521	105.932203
130.677911	144.773704	136.643421	159.625705
129.317757	258.427606	136.841574	153.252005
127.814562	225.732448	137.312539	145.656276
126.75358	220.831489	137.077335	141.970526
125.730409	219.280215	136.683953	139.266799
124.963377	217.384317	136.792032	137.606642
124.580208	215.646174	136.507404	134.895939
124.310004	214.510649	136.436403	132.221642
124.222574	213.142236	136.607942	130.775435
124.765652	211.728746	136.497199	130.027293
125.305027	210.342432	136.562951	128.812203
126.207879	208.629897	136.748439	128.59871
127.144813	206.706028	136.647932	128.900144
127.976638	204.542293	136.548444	129.384303
129.018883	202.414439	136.522618	129.659111
129.648003	199.874141	136.448483	130.145314
130.278975	197.297854	136.614718	130.42228
130.925207	193.298763	136.693939	130.605125
131.512948	189.739928	136.696274	130.656909
132.069458	187.20983	136.762102	130.511339
132.545602	185.069249	136.439828	130.496709
133.608293	182.016609	136.323573	130.516548
134.480704	179.449713	135.869265	130.895164
135.351358	177.732167	132.414219	132.492933
137.282083	175.393295	130.194957	133.109292
138.993984	173.472056	131.831806	133.894151
139.57002	171.507272	132.51266	132.583254
141.532976	167.730361	132.719286	130.695546
143.653942	165.375733	132.47866	129.907935
144.722307	162.837732	132.626369	129.200629
146.803789	159.263975	134.420746	128.265314
149.881094	157.815974	135.699543	127.350215
152.319139	156.81275	137.357362	126.17571
153.349113	152.430659	138.821664	124.931226
154.8148	148.631582	140.234409	123.840102
156.750022	145.712079	140.866838	123.358609
158.061085	145.628848	141.332282	122.880934
158.368588	143.491622	141.021692	122.227638
158.854274	143.717535	140.533004	121.791792
157.264373	144.400787	140.010572	120.905646
154.258739	139.612094	139.224972	120.910759
148.521712	139.764606	138.479054	120.874874
145.277009	140.056472	137.5463	121.524336
135.294284	140.366979	135.281124	122.601333
128.816884	141.189135	133.65559	123.263924
159.363197	141.374066	130.470538	124.195636
155.682663	140.963042	125.500058	125.143838
155.768663	140.148721	122.703867	125.563415
156.018312	139.556301	122.174652	125.972119
155.400739	140.434049	122.050836	126.052445
154.55689	140.502377	122.764288	126.25175
153.3878	142.645501	126.715981	126.349995
152.094042	144.304875	128.861728	126.514024
148.457061	145.366683	132.130854	127.169768
145.707038	145.926203	133.789183	127.841085
143.477292	147.174567	134.801585	128.876709
144.192207	148.072191	134.407124	129.177799
147.464028	148.739706	134.047604	129.777103
149.005687	149.982909	133.486292	130.066121
149.456443	149.759976	132.803444	129.18893
149.314864	151.798431	131.094271	129.416387
147.50389	153.517135	102.820236	128.716461
145.175914	78.496467	105.600237	128.382947
144.763092	79.092355	105.324777	129.488468
144.371973	78.884986	103.688522	129.495613
144.218043	78.915452	132.242032	129.27098
143.771491	78.975906	132.219639	129.782765
143.240257	78.749921	150.785469	127.892677
141.904055	78.737346	149.339374	127.137179
140.091816	152.83161	143.586625	127.153961
138.227122	152.56022	145.637869	126.67021
135.90991	153.896369	147.235269	126.64099
132.301993	153.005676	147.685583	126.477437
131.510172	154.216514	148.025418	126.17411
131.51243	154.351819	148.218192	126.117517
129.072958	164.403257	147.751543	125.845883
127.492785	62.758583	147.401312	125.711501
126.547108	62.636441	146.094444	125.630505
124.716296	61.022358	144.378044	125.881748
122.959497	59.876628	142.228369	126.164778
121.268363	59.842583	140.401916	126.922368
119.151105	203.072934	138.939826	127.883937
124.2948	196.773051	150.099402	128.332658
129.11885	187.127782	164.54821	128.963525
136.682359	176.473356	139.064344	129.952567
138.747136	167.345981	139.489243	130.349881
140.56791	167.501022	141.864651	130.986775
141.475593	166.748965	142.496106	131.838964
142.320696	165.967639	142.769823	131.961002
142.778413	164.870826	142.684968	132.660275
142.990555	163.771167	141.796712	133.330023
143.246367	161.288702	140.079649	133.583705
143.203792	157.385561	138.899857	134.361143
143.086592	152.3098	138.088491	134.704444
142.910633	152.532905	136.773352	134.54231
142.174494	152.639006	136.431968	134.753407
141.225644	155.971303	136.846466	135.050808
140.329033	157.350568	136.54288	135.227703
138.48236	155.672362	136.767219	135.851391
136.294127	153.888223	136.129325	136.833932
133.98455	152.08622	134.340259	137.136976
132.082488	150.130103	133.439723	137.226143
124.460773	147.295314	132.895061	137.000121
129.661117	145.17043	131.475494	136.769201
130.216338	143.971642	130.498124	136.653961
126.370086	142.982952	128.412706	136.495675
125.1388	142.001791	126.334294	136.492236
122.323069	138.618459	125.337671	136.498541
119.200574	138.510111	124.235737	136.513219
115.970855	163.222315	123.240449	136.594951
113.809388	163.111854	117.001859	136.832703
111.755033	154.812845	116.280417	136.614159
110.570944	149.712652	108.931116	136.495348
112.324951	145.705391	108.957792	136.513537
122.057582	144.983932	102.656519	136.425718
123.411696	145.008671	147.192734	136.667194
134.812563	142.253253	146.115769	136.803715
134.110363	188.285457	146.811528	136.613118
135.030075	185.691734	144.848139	136.729077
133.577992	180.584624	142.243854	136.361545
132.445215	177.060673	139.894675	136.068319
132.395145	174.045434	135.68306	136.201197
131.713471	170.334131	132.203797	130.948169
131.803814	167.476892	129.553027	129.901486
132.080933	165.172995	128.215433	131.543365
132.641174	163.795025	127.562218	132.508053
133.359449	162.88984	126.173602	133.121378
133.926203	161.618203	127.658287	132.277632
134.650319	160.262512	128.032899	132.732806
135.164598	159.303143	125.637671	134.695562
135.410778	157.760498	124.704269	136.729442
135.8543	156.692608	122.952973	137.842409
136.143589	155.750241	119.949115	138.887856
136.002278	155.050585	118.164103	140.585384
135.853652	154.863025	114.959691	141.232795
135.027943	155.401831	110.496933	141.285608
133.753655	155.622041	153.305061	140.95924
132.886586	155.763914	152.511373	140.210299
123.622035	156.038816	151.397312	139.709905
129.490421	156.330401	150.780962	139.17458
133.739765	157.002263	149.324836	137.878001
133.929315	157.389545	148.744475	136.904818
134.062615	157.509305	144.791232	135.182492
135.371538	155.002048	141.610011	131.576585
135.879846	157.837923	140.794371	128.561425
136.776264	71.159109	140.822934	125.392499
137.496189	69.611765	140.902068	122.473362
137.37646	70.503224	140.55482	121.580698
137.082301	69.688147	140.029943	122.374334
136.765385	69.458144	138.752625	122.946758
136.509962	135.886467	136.575132	127.279782
136.419028	134.178847	135.626449	130.792854
136.628448	132.449734	134.031181	132.345957
136.27961	131.567502	131.711599	134.127321
136.073754	129.192824	130.378687	134.432563
135.589733	129.692134	129.462517	134.36512
134.804977	129.941018	127.912684	133.902799
134.287786	146.282831	126.015064	133.20767
133.497209	145.966947	124.512486	132.165747
132.109913	145.854358	122.877448	130.399006
130.731472	146.204473	121.341504	105.564806
129.410333	146.818441	120.818953	103.791942
126.526793	148.770315	120.347174	105.212467
121.450641	151.917262	120.367138	104.159974
117.938214	152.538448	120.659623	151.339653
114.44161	158.257937	122.122566	143.173246
111.143854	161.005932	123.865036	144.615963
109.776608	163.017202	125.855172	145.478084
106.541306	164.713772	127.170546	147.444087
107.611624	166.007374	128.285866	147.96476
110.981437	167.698056	129.345884	148.121264
116.158579	170.857703	129.20383	148.198584
119.916024	174.03207	129.440612	147.634553
127.079592	177.074977	129.039981	146.768925
128.811622	179.653395	128.325276	145.847959
130.479567	181.365272	128.174413	143.917189
131.594608	182.677892	127.916383	141.501218
132.087965	183.374796	127.845236	139.709785
131.989689	183.775596	127.872238	138.743522
131.700033	183.915961	128.049235	160.910752
131.157502	183.794179	128.528143	164.731631
130.011864	183.840248	128.530918	138.941518
127.800553	183.800984	128.822737	141.188943
126.185619	183.509521	128.607308	141.908504
125.684487	182.825449	128.09084	142.591797
124.803589	181.455876	128.683192	142.696473
123.90452	179.559683	128.677174	142.257117
126.054819	177.495536	129.366306	141.654752
127.484829	175.626747	130.400284	139.686049
129.597787	172.736802	130.535801	138.408879
130.799133	169.711209	131.096068	137.611302
131.273293	166.666779	131.200219	136.702752
131.752193	163.628932	131.297818	136.521257
132.330788	161.73844	131.511643	136.691361
132.788702	158.548934	130.965768	136.848938
133.25258	154.004257	122.831802	136.352878
133.943019	151.331047	111.813365	135.826451
134.363281	150.018124	114.616811	134.184829
134.874759	147.374058	132.416814	133.159912
135.360885	145.918102	129.430029	132.645472
136.283132	144.130609	130.15274	131.215723
137.889617	136.81639	130.964618	129.461593
137.354296	128.992282	131.667103	127.504027
136.849446	130.124559	132.815514	126.288555
135.201947	124.464279	132.931337	124.927573
132.926397	120.170828	133.357667	123.761365
132.18347	119.392625	133.090389	122.997197
131.837447	120.197609	132.241141	116.587105
131.127925	114.856285	127.239429	109.460558
130.62398	115.482143	155.297275	108.955995
130.249844	115.559114	135.113455	101.152179
129.455349	70.200374	135.555562	101.397005
128.711654	69.912512	132.517569	147.482985
128.087062	69.672906	131.46191	146.715857
128.55266	71.324467	130.720778	146.112438
129.583501	71.181324	129.380424	144.576038
129.660691	187.091365	127.977312	141.569334
129.234705	199.379612	126.881711	138.289867
125.733519	201.487735	125.923592	134.587411
124.303017	204.984285	125.168504	131.113547
117.479115	207.365187	124.898631	128.852201
120.411181	208.842746	124.40683	127.816763
127.542029	209.437143	124.047562	127.331328
131.217244	208.713726	123.790527	126.19643
131.547477	206.889393	123.434267	127.522738
132.123484	204.284779	123.183729	125.969904
130.552302	201.693912	123.140222	125.332632
130.486903	201.160646	122.8444	124.147531
126.919895	200.99498	123.295533	122.12795
123.109604	201.494841	123.355156	118.98736
118.51604	204.208294	123.139725	118.366738
115.76728	208.744571	122.964547	110.560395
113.060065	205.368512	121.948199	110.477207
111.577072	199.657295	120.895272	152.691301
110.677873	269.741862	120.268066	151.382137
109.128741	271.078537	117.17845	151.207222
109.56459	268.865263	116.325107	150.922857
110.393001	267.745674	113.045828	148.99944
117.721767	267.696702	154.268853	146.334472
118.729977	267.393043	121.841917	143.821835
126.070889	271.888271	123.58865	141.54274
126.589699	275.772027	122.824355	140.951834
127.00216	281.085256	122.870665	140.847171
127.03973	286.405491	121.139523	140.879946
127.679429	290.764361	119.560507	140.471852
127.627739	293.88314	116.819971	139.155493
127.716849	294.232031	113.302975	138.335017
127.933025	294.181005	111.493846	136.494658
127.553473	294.542803	131.866481	134.770252
127.381617	295.900119	128.620831	133.3247
127.03229	296.66633	128.405041	131.602235
126.659167	298.060624	129.284726	129.89831
126.406433	298.560396	129.046016	128.914351
125.56473	298.58834	129.407124	127.194115
124.70915	298.205008	128.820152	125.920947
123.457979	296.60076	127.968327	123.997884
122.747701	294.888018	127.030261	122.235883
119.033084	292.039878	126.306833	120.922785
108.649105	289.601506	125.789905	120.852887
104.783564	286.10608	124.675807	120.405088
177.953218	283.995244	123.798491	120.47117
153.180184	280.089284	122.527522	121.326842
151.653583	276.316962	122.395353	122.400794
151.550744	240.418864	121.387454	124.645697
150.284078	241.404529	122.511043	126.165003
149.088298	237.736284	121.8551	127.838901
148.111587	235.132172	121.547042	128.587837
146.757638	233.501993	119.964329	129.437892
145.739748	231.512467	118.844674	129.469102
144.972039	228.958758	115.674741	129.041346
144.51014	224.552764	115.075453	128.953991
144.32829	221.147515	110.353699	128.282406
143.757939	217.69764	109.221516	127.89029
143.183708	213.620578	127.09951	127.915594
142.410214	209.789088	127.872891	127.828114
141.356491	205.249312	117.158379	127.994881
140.403889	200.939407	115.563188	128.168073
139.687174	196.161597	112.672109	128.52264
138.442404	191.79025	111.413546	128.665272
136.544333	186.538872	108.712502	128.598524
134.97364	184.403545	107.140515	128.734833
133.7729	184.725149	104.256689	128.055182
126.962652	187.296154	102.87647	128.577725
121.505355	187.092885	101.082588	129.270613
118.976269	233.368417	99.783112	129.548906
119.646653	221.783227	98.480734	130.431025
122.663997	216.90921	97.92733	131.037362
123.735742	215.231107	95.25111	130.956035
128.458741	214.31694	94.205476	131.214088
130.53046	212.861006	91.362789	131.361051
132.489491	212.65979	84.136869	131.089209
134.248091	212.316936	83.914675	131.012633
